central,empresa,grupoempresario,tipodecentral,potenciainstaladamv,caracteristicas,localidad,departamento,provincia,fuente,geom,geojson
LAS LOICAS,EDEMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.072,"<br>Maquina: PERKINS
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.072 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,MALARGÜE,MENDOZA,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E610000037E0F3C3088951C018D1764CDDE541C0,"{""type"":""Point"",""coordinates"":[-70.14116,-35.795816]}"
LOS PENITENTES,EDEMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.68,"<br>Maquina: HN18 - JOHN DEERE TAL
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.352 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: HN17 - VOLVO PENTA TAD 1241 GE
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.328 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,LUJAN DE CUYO,MENDOZA,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000DA01F36AE27551C06408E4388E6B40C0,"{""type"":""Point"",""coordinates"":[-69.841944444,-32.840277778]}"
POLVAREDAS,EDEMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.456,"<br>Maquina: HN05 - MERCEDES BENZ 
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.22 | Fecha de puesta en servicio: 2010-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: HN06 - VOLVO PENTA TD1210 G
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.236 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,LAS HERAS,MENDOZA,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000E6CE055BB06951C0C553AB89676540C0,"{""type"":""Point"",""coordinates"":[-69.651388889,-32.792222222]}"
PUENTE DEL INCA,EDEMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,1.418,"<br>Maquina: MERCEDES BENZ 
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: HN13 - DETROIT 12V92 
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.41 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: HN20 - PERKINS 2806 A - E18 TAG2
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.504 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: VOLVO PENTA 250
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: VOLVO PENTA 250
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 42 - VOLVO PENTA 300
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 59 - DETROIT / 12V92
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 16 - SCANIA
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: VOLVO PENTA 300
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 434 - SCANIA
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: 58 - SCANIA DSC
 | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: HN21 - PERKINS 2806 A - E18 TAG2
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.504 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,LAS HERAS,MENDOZA,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000365863C92F7A51C0F29B184B7E6940C0,"{""type"":""Point"",""coordinates"":[-69.909166667,-32.824166667]}"
USPALLATA,EDEMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,1.232,"<br>Maquina: HN01 - MTU 12 V 4000
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 1.232 | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,LAS HERAS,MENDOZA,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E61000006408E4388E5751C0E8C474DA404F40C0,"{""type"":""Point"",""coordinates"":[-69.368055556,-32.619166667]}"
PUNTA DE VACAS,GENDARMERIA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,SIN DATOS DE POTENCIA,<br>Maquina: SIN DATOS DE MAQUINA | Tipo Generación: DIESEL | Potencia Instalada (MW): SIN DATOS DE POTENCIA | Fecha de puesta en servicio: SIN DATOS DE FECHA DE PUESTA EN SERVICIO | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,LAS HERAS,MENDOZA,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E61000005C8FC2F5287051C0DEEDD069036D40C0,"{""type"":""Point"",""coordinates"":[-69.7525,-32.851666667]}"
AGUA DEL TORO,H. DIAMANTE SA,HIDROELEC. DIAMANTE SA,HIDRAULICA,150,<br>Maquina: ADTOHI02 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 75 | Año de puesta en marcha: 1976 | Año de ingreso al MEM: 1994-01-01<br>Maquina: ADTOHI01 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 75 | Año de puesta en marcha: 1976 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,SAN RAFAEL,MENDOZA,CAMMESA,0101000020E61000002B14E97E4E3F51C0BFF79221224A41C0,"{""type"":""Point"",""coordinates"":[-68.989166,-34.5791666]}"
LOS REYUNOS,H. DIAMANTE SA,HIDROELEC. DIAMANTE SA,HIDRAULICA,224,<br>Maquina: LREYHB02 | Tipo máquina: TURB + BOMBA HI | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 112 | Año de puesta en marcha: 1983 | Año de ingreso al MEM: 1994-01-01<br>Maquina: LREYHB01 | Tipo máquina: TURB + BOMBA HI | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 112 | Año de puesta en marcha: 1983 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,SAN RAFAEL,MENDOZA,CAMMESA,0101000020E610000090831266DA2851C0F2736CD2274D41C0,"{""type"":""Point"",""coordinates"":[-68.63833,-34.60277777]}"
NIHUIL 1,HIDROELECTRICA LOS NIHUILES SA,HIDROELEC. LOS NIHUILES SA,HIDRAULICA,72,<br>Maquina: NIH1HI04 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 18 | Año de puesta en marcha: 1957 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH1HI02 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 18 | Año de puesta en marcha: 1957 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH1HI01 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 18 | Año de puesta en marcha: 1957 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH1HI03 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 18 | Año de puesta en marcha: 1957 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,SAN RAFAEL,MENDOZA,CAMMESA,0101000020E61000006A2E3718EA2751C042959A3DD07E41C0,"{""type"":""Point"",""coordinates"":[-68.623663,-34.99073]}"
NIHUIL 2,HIDROELECTRICA LOS NIHUILES SA,HIDROELEC. LOS NIHUILES SA,HIDRAULICA,110,<br>Maquina: NIH2HI04 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 18 | Año de puesta en marcha: 1968 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH2HI01 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 18 | Año de puesta en marcha: 1968 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH2HI02 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 18 | Año de puesta en marcha: 1968 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH2HI03 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 18 | Año de puesta en marcha: 1968 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH2HI05 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 19 | Año de puesta en marcha: 1968 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH2HI06 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 19 | Año de puesta en marcha: 1968 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,SAN RAFAEL,MENDOZA,CAMMESA,0101000020E6100000FB3A70CE882751C0986BD102B47341C0,"{""type"":""Point"",""coordinates"":[-68.617725,-34.903931]}"
NIHUIL 3,HIDROELECTRICA LOS NIHUILES SA,HIDROELEC. LOS NIHUILES SA,HIDRAULICA,42,<br>Maquina: NIH3HI01 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 21 | Año de puesta en marcha: 1972 | Año de ingreso al MEM: 1994-01-01<br>Maquina: NIH3HI02 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 21 | Año de puesta en marcha: 1972 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,SAN RAFAEL,MENDOZA,CAMMESA,0101000020E610000035D07CCEDD2451C0DCA16131EA7041C0,"{""type"":""Point"",""coordinates"":[-68.576038,-34.882147]}"
BERNARDO  DE IRIGOYEN,EMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.8,"<br>Maquina: CATERPILLAR
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.8 | Fecha de puesta en servicio: 2003-01-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,GENERAL MANUEL BELGRANO,MISIONES,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000D712F241CFD24AC0B728B34126413AC0,"{""type"":""Point"",""coordinates"":[-53.64695,-26.25449]}"
COMANDANTE ANDRESITO,EMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,2.956,<br>Maquina: FIAT B305/2 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.536 | Fecha de puesta en servicio: 1986-12-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: FIAT B305/1 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.536 | Fecha de puesta en servicio: 1991-12-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: FIAT B305/3 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.536 | Fecha de puesta en servicio: 1991-12-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: FIAT L238 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.46 | Fecha de puesta en servicio: 1993-03-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: FIAT B306 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.84 | Fecha de puesta en servicio: 1996-12-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: MERCEDEZ BENZ | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.048 | Fecha de puesta en servicio: 1998-12-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,GENERAL MANUEL BELGRANO,MISIONES,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000535C55F65D054BC0A6B8AAECBBAA39C0,"{""type"":""Point"",""coordinates"":[-54.04193,-25.66693]}"
LA TABLADA ,EMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,22.15,"<br>Maquina: HITACHI
 | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 22.15 | Fecha de puesta en servicio: 1978-09-12 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,CAPITAL,MISIONES,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E61000007F130A1170F44BC033F9669B1B6B3BC0,"{""type"":""Point"",""coordinates"":[-55.90967,-27.41839]}"
OBERA,EMSA GENERACION,ELECTRICIDAD DE MISIONES SA,TERMICA,12,<br>Maquina: OBERTG01 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 12 | Año de puesta en marcha: 2007 | Año de ingreso al MEM: 2007-02-01,SIN DATOS DE LOCALIDAD,OBERA,MISIONES,CAMMESA,0101000020E610000079AF5A99F08F4BC0543541D47D803BC0,"{""type"":""Point"",""coordinates"":[-55.12453,-27.50192]}"
POSADAS,EMSA GENERACION,ELECTRICIDAD DE MISIONES SA,TERMICA,21,<br>Maquina: POSATG02 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 21 | Año de puesta en marcha: 2007 | Año de ingreso al MEM: 2007-02-20,SIN DATOS DE LOCALIDAD,CAPITAL,MISIONES,CAMMESA,0101000020E6100000BA1457957DF54BC07C80EECB99713BC0,"{""type"":""Point"",""coordinates"":[-55.917895,-27.443753]}"
SAN ANTONIO,EMSA,SIN DATOS DE GRUPO EMPRESARIO,TERMICA,0.55,"<br>Maquina: KOERTING 435
 | Tipo Generación: DIESEL | Potencia Instalada (MW): 0.55 | Fecha de puesta en servicio: 2003-04-16 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,GENERAL MANUEL BELGRANO,MISIONES,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000F6622827DADD4AC0E73A8DB4540E3AC0,"{""type"":""Point"",""coordinates"":[-53.73322,-26.05598]}"
SAN PEDRO,C.T. NOA,C. T. NOA SA,TERMICA,26,<br>Maquina: SPEDTG22 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 7 | Año de puesta en marcha: 1972 | Año de ingreso al MEM: 1994-01-01<br>Maquina: SPEDTG21 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 19 | Año de puesta en marcha: 1994 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,SAN PEDRO,MISIONES,CAMMESA,0101000020E610000099D87C5C1B0E4BC072E1404816A03AC0,"{""type"":""Point"",""coordinates"":[-54.11021,-26.62534]}"
URUGUA-I,EMSA,SIN DATOS DE GRUPO EMPRESARIO,HIDRAULICA,120,<br>Maquina: TURB.HIDRAUL | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 60 | Fecha de puesta en servicio: 1990-11-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA<br>Maquina: TURB.HIDRAUL | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 60 | Fecha de puesta en servicio: 1990-11-01 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA,SIN DATOS DE LOCALIDAD,IGUAZU,MISIONES,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E61000003F74417DCB484BC046B1DCD26AE039C0,"{""type"":""Point"",""coordinates"":[-54.56871,-25.87663]}"
L N ALEM ENARSA,CT ALEM - AGGREKO,AGGREKO ARGENTINA S.R.L.,TERMICA,15,<br>Maquina: ALEMDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 15 | Año de puesta en marcha: 2011 | Año de ingreso al MEM: 2011-05-21,SIN DATOS DE LOCALIDAD,LEANDRO N. ALEM,MISIONES,CAMMESA,0101000020E6100000842D76FBACA44BC02F336C94F59B3BC0,"{""type"":""Point"",""coordinates"":[-55.286529,-27.609216]}"
A.D.VALL.ENARSA,CT ARISTOBU.DEL VALLE-SOENERGY,SOENERGY ARGENTINA S.A.,TERMICA,15,<br>Maquina: ARISDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 15 | Año de puesta en marcha: 2010 | Año de ingreso al MEM: 2010-07-09,SIN DATOS DE LOCALIDAD,CAINGUAS,MISIONES,CAMMESA,0101000020E610000066666666666E4BC051DD1AE09B173BC0,"{""type"":""Point"",""coordinates"":[-54.8625,-27.09222222]}"
ALICURA,AES ALICURA,AES ALICURA SA,HIDRAULICA,1050,<br>Maquina: ALICHI02 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 262.5 | Año de puesta en marcha: 1985 | Año de ingreso al MEM: 1994-01-01<br>Maquina: ALICHI04 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 262.5 | Año de puesta en marcha: 1985 | Año de ingreso al MEM: 1994-01-01<br>Maquina: ALICHI03 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 262.5 | Año de puesta en marcha: 1985 | Año de ingreso al MEM: 1994-01-01<br>Maquina: ALICHI01 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 262.5 | Año de puesta en marcha: 1985 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,LACAR,NEUQUEN,CAMMESA,0101000020E610000045D61A4AEDAF51C0DA1EBDE13E4A44C0,"{""type"":""Point"",""coordinates"":[-70.748858,-40.580044]}"
AGUA DEL CAJON,CAPEX S.A. AUTOGENERADOR | C.T. AGUA DEL CAJON,CAPEX SA,TERMICA,661.5,<br>Maquina: ACAJTG01 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 46.1 | Año de puesta en marcha: 1993 | Año de ingreso al MEM: 1994-01-01<br>Maquina: ACAJTG03 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 46.1 | Año de puesta en marcha: 1994 | Año de ingreso al MEM: 1994-01-01<br>Maquina: ACAJTG04 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 46.1 | Año de puesta en marcha: 1994 | Año de ingreso al MEM: 1994-01-01<br>Maquina: ACAJTG05 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 46.1 | Año de puesta en marcha: 1994 | Año de ingreso al MEM: 1994-01-01<br>Maquina: ACAJTG06 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 130 | Año de puesta en marcha: 1995 | Año de ingreso al MEM: 1995-05-01<br>Maquina: ACAJTV07 | Tipo máquina: TURBO VAPOR | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 301 | Año de puesta en marcha: 2000 | Año de ingreso al MEM: 2000-01-17<br>Maquina: ACAJTG02 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 46.1 | Año de puesta en marcha: 1993 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,CONFLUENCIA,NEUQUEN,CAMMESA,0101000020E61000003E096CCEC11651C00C40A374E97743C0,"{""type"":""Point"",""coordinates"":[-68.355579,-38.936812]}"
CUTRAL CO  (COPELCO) - MEULEN ,COPELCO LTDA,SIN DATOS DE GRUPO EMPRESARIO,EOLICA,0.4,"<br>Maquina: MICON M750-400/100
 | Tipo Generación: EÓLICA | Potencia Instalada (MW): 0.4 | Fecha de puesta en servicio: 1993-02-19 | Tarea: SIN DATOS DE TAREA | Fecha de tarea: SIN DATOS DE FECHA DE TAREA",SIN DATOS DE LOCALIDAD,CONFLUENCIA,NEUQUEN,DIRECCION NACIONAL DE PROSPECTIVA,0101000020E6100000C375D6B8C84E51C0311E4A592B7D43C0,"{""type"":""Point"",""coordinates"":[-69.2310011,-38.9778854]}"
ALTO VALLE,C.TERMICA ALTO VALLE,DUKE ENERGY CERROS COLORADOS,TERMICA,96,<br>Maquina: AVALTG22 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 25 | Año de puesta en marcha: 1969 | Año de ingreso al MEM: 1994-01-01<br>Maquina: AVALTV12 | Tipo máquina: TURBO VAPOR | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 15 | Año de puesta en marcha: 1969 | Año de ingreso al MEM: 1994-01-01<br>Maquina: AVALTV11 | Tipo máquina: TURBO VAPOR | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 15 | Año de puesta en marcha: 1969 | Año de ingreso al MEM: 1994-01-01<br>Maquina: AVALTG23 | Tipo máquina: TURBO GAS | Tipo Generación: CICLO COMBINADO | Potencia Instalada (MW): 25 | Año de puesta en marcha: 1969 | Año de ingreso al MEM: 1994-01-01<br>Maquina: AVALTG21 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 16 | Año de puesta en marcha: 1969 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,CONFLUENCIA,NEUQUEN,CAMMESA,0101000020E61000001A170E84640151C059DDEA39E97943C0,"{""type"":""Point"",""coordinates"":[-68.02176,-38.95243]}"
FILO MORADO,C.T. FILO MORADO,"YPF SA, IATE SA - UTE",TERMICA,62.9,<br>Maquina: FILOTG02 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 20.8 | Año de puesta en marcha: 1994 | Año de ingreso al MEM: 1994-01-01<br>Maquina: FILOTG01 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 21.2 | Año de puesta en marcha: 1994 | Año de ingreso al MEM: 1994-01-01<br>Maquina: FILOTG03 | Tipo máquina: TURBO GAS | Tipo Generación: TURBO GAS | Potencia Instalada (MW): 20.9 | Año de puesta en marcha: 1997 | Año de ingreso al MEM: 1997-03-01,SIN DATOS DE LOCALIDAD,PEHUENCHES,NEUQUEN,CAMMESA,0101000020E6100000EECC04C3B96951C0DC4944F817A342C0,"{""type"":""Point"",""coordinates"":[-69.651963,-37.274169]}"
P. BANDERITA,HIDR. CERROS COLORADOS S.A.,DUKE ENERGY CERROS COLORADOS,HIDRAULICA,472,<br>Maquina: PBANHI02 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 236 | Año de puesta en marcha: 1977 | Año de ingreso al MEM: 1994-01-01<br>Maquina: PBANHI01 | Tipo máquina: TURB HIDRAULICA | Tipo Generación: HIDRÁULICA | Potencia Instalada (MW): 236 | Año de puesta en marcha: 1977 | Año de ingreso al MEM: 1994-01-01,SIN DATOS DE LOCALIDAD,CONFLUENCIA,NEUQUEN,CAMMESA,0101000020E6100000DC114E0B5E1E51C072BF4351A04743C0,"{""type"":""Point"",""coordinates"":[-68.47449,-38.55958]}"
ALUMINE,CT ALUMINÉ - SECCO,INDUSTRIAS JUAN F. SECCO S.A.,TERMICA,6.3,<br>Maquina: ALUMDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 6.3 | Año de puesta en marcha: 2009 | Año de ingreso al MEM: 2009-06-03,SIN DATOS DE LOCALIDAD,PICUNCHES,NEUQUEN,CAMMESA,0101000020E6100000BF823463D1A451C0569A94826E6F43C0,"{""type"":""Point"",""coordinates"":[-70.57528,-38.87056]}"
CAVIAHUE,CT CAVIAHUE - SECCO,INDUSTRIAS JUAN F. SECCO S.A.,TERMICA,5,<br>Maquina: CAVIDI01 | Tipo máquina: MOTOR DIESEL | Tipo Generación: MOTOR DIESEL | Potencia Instalada (MW): 5 | Año de puesta en marcha: 2009 | Año de ingreso al MEM: 2009-06-03,SIN DATOS DE LOCALIDAD,LONCOPUE,NEUQUEN,CAMMESA,0101000020E6100000627A886745A751C01A871B6CC10643C0,"{""type"":""Point"",""coordinates"":[-70.61361111,-38.05277778]}"
